total_loss,reconstruction_loss,kl_divergence,regression_loss
0.41930395512836854,0.40685762190124364,11245.651992806566,0.01244633315478918
0.2637256618944459,0.256039266634641,14392.667203841109,0.00768639056516257
0.24456032841699862,0.23809844829027207,15830.828182584282,0.006461850274939288
0.2340900744883283,0.22836422161127348,17152.026527252285,0.005725763770467099
0.22662593608138087,0.22153369259453037,17499.504426878837,0.005092000628798681
0.22060924988008104,0.21611533954373638,18303.247693003552,0.0044932193336886025
0.21549274862187034,0.2115397437309143,19282.86514848658,0.003951026103472596
0.21116245080579152,0.20764070446323762,22052.489376885085,0.003515594919783402
0.20740372331431087,0.20415290058305915,24950.80547890045,0.0032319035680926293
0.20430623361684472,0.20121953501522982,25211.866273401807,0.0030347328701682565
0.20165902244268588,0.19864996754564876,21451.765943735278,0.002888865247999091
0.19921315349489535,0.19623173963063653,13980.896777594722,0.00276848508784657
0.19713046778310442,0.1941453935264656,7525.885504390906,0.0026735071302803797
0.19524154975065702,0.19223895214544848,3492.143210610957,0.002609608605887522
0.19339899439630612,0.19040052815718625,1449.5163393396435,0.0025550558690251896
0.1917760502536388,0.18879655275019422,559.5946191976167,0.002514178955476457
0.19014161797096768,0.18722667073195898,204.5747017710635,0.002452542257190989
0.1887487700535596,0.18587434226311936,76.18009549178511,0.0024063638071723705
0.187407291391657,0.18458235774429643,28.324149602893282,0.0023518800832541807
0.1861337720581901,0.18332703391154925,10.744333575072798,0.0023189682913981355
0.1849465933375737,0.18216178278151,4.088304962228871,0.0022803359350635284
0.18377506293820217,0.18101079548378796,1.4661357997145945,0.0022725984609729983
0.1828497504163374,0.18005719946017612,0.5502200908724885,0.0022912723661029657
0.18185868708662548,0.17901852075063726,0.21109372770561619,0.0023182110696326813
0.18116519074655138,0.17818300271973755,0.08761949240650742,0.0023957635653654654
0.18046221817853722,0.17720959607462825,0.039611817053016564,0.0025401556945359627
0.17992421197489558,0.17644475283859662,0.01756755080922953,0.0026463026483769265
0.17933100278141972,0.17556166998629294,0.008089784398751555,0.0028050071513306867
0.1791098158506582,0.17492165375205193,0.004335815636925123,0.0030220816832574045
0.17851290999481434,0.17417682241808,0.0024245516495456838,0.0031238117143974507
0.17805852755895688,0.17353908610405205,0.0017274979827473465,0.0032565392083624034
0.17715172297712192,0.1727625062249852,0.001337997202598184,0.0032107125512850303
0.17792856324781084,0.17215626317048197,0.0023400580658359846,0.003543221356766325
0.17582221101141873,0.171563668762664,0.0010284542662970751,0.0032485862312942684
0.17535203397444218,0.17102637012164162,0.0010517767876778107,0.0032809264783049135
0.17466316473000668,0.17049390087803046,0.0010091669895797373,0.0031625923963512553
0.1740325836370088,0.16992645201378043,0.0009900137467223668,0.0031170199495149315
0.1734308316273937,0.16935540322131393,0.0009915961291979273,0.003084164974253108
0.1729933913437589,0.1689365120409966,0.0009773137704227259,0.0030796859053169394
0.17244561636093886,0.16845255217880334,0.0009428145101177971,0.0030502924246969885
0.1720392574912,0.16808810608854027,0.0009311126988659853,0.003020054540665515
0.17135136557061081,0.16750014594185358,0.0008837303762637431,0.0029674902526280926
0.17105328818003426,0.1671838505839294,0.0009015023980666269,0.002967935065666521
0.170705274717594,0.1667651273246359,0.0009415155135175966,0.002998631952574071
0.1701967615287417,0.1663766746722515,0.0008731698016314286,0.002946917132247369
0.1698386432748737,0.16604323297109283,0.0008753943722429172,0.0029200157613362126
0.16946502522629783,0.16561597964376942,0.0009153188296143223,0.0029337265685510246
0.16894803487662244,0.16524470211573153,0.0008234369080792421,0.002879895881200789
0.16887715799273387,0.16509245094369304,0.0008692800454042218,0.002915427009620279
0.16826525591803168,0.1645449269148093,0.0008417130163368124,0.002878615949388013
0.16803416014058054,0.16426764773274066,0.000884933940755647,0.002881578267296656
0.16774741183649397,0.1640490119216239,0.0008636676094179355,0.0028347322163621504
0.16915171186220027,0.1639762486579553,0.0017598193077139688,0.0034156438422791964
0.16749426727632602,0.16334047572296867,0.0009023541385687671,0.003251437478281796
0.16689533036923423,0.1632421078561443,0.0007349836152325624,0.0029182389130159524
0.16654439040724037,0.16293111461390775,0.0007529345530908084,0.00286034117920855
0.166257310184256,0.16260402022873177,0.0008075301950826161,0.0028457597594443327
0.16641234433324184,0.16269655009122116,0.0008360950998549186,0.0028796992763325886
0.1657701151361471,0.16216387560985757,0.0008002805206041755,0.0028059592550042814
0.16555359277093432,0.16195944022240466,0.000783414857037608,0.0028107378322408793
0.16515105641923042,0.16162369065390936,0.0007594487859071288,0.0027679168865343143
0.16482065787388897,0.16138696924983809,0.000721241340577296,0.0027124473800098706
0.16678490574396657,0.1612715446850288,0.002224625841949001,0.0032887352674509126
0.16455840109621436,0.16103272827641069,0.000657009353370819,0.002868663608046011
0.1643318616189935,0.16091255241976268,0.0006432174478919761,0.002776091514519075
0.16403818510894025,0.16061812430739333,0.0006794369030107708,0.0027406238588445456
0.16383753593549397,0.1604583498786205,0.0006744914705722009,0.0027046945912211386
0.16375641058438986,0.1602269630562163,0.0007726600652146789,0.002756787286441069
0.16351394898240598,0.16014976036133322,0.00066623585282701,0.002697952851219085
0.16328648501195478,0.15986408274525032,0.0007156166160263244,0.0027067857890999926
0.16306914150851035,0.1596977514991891,0.0007071671044738002,0.002664222935164642
0.16341119197897744,0.1600387338431885,0.0007245876256702016,0.0026478704073993452
0.16260410245318607,0.15919946106858146,0.0007184378968723021,0.002686203594773216
0.16265735655665603,0.15924868074435633,0.0007181901342183913,0.0026904856044158705
