total_loss,reconstruction_loss,kl_divergence,regression_loss
0.702266936605825,0.4046590047724107,13524.216040889583,0.2976079307909287
0.3857443667629118,0.2547464814528542,15861.716164842188,0.13099788027208645
0.3438829334887826,0.2367424004201137,16457.890880155537,0.10714050331953456
0.3284534517694786,0.2269845021615227,16164.401310718653,0.10146886684098358
0.31357402028117026,0.22023607838977616,15690.031082127178,0.09333772345662524
0.3040339486266054,0.21511663901574404,14891.92144792819,0.08891674746434257
0.2968965966928897,0.2105228249377213,14137.332742966631,0.08637232110457445
0.291875365230099,0.20661376875376847,13494.96683800663,0.08525783153115715
0.28000911771570325,0.2034030242826788,12956.431105913809,0.07659626962124519
0.2755581318974699,0.20048561243756305,12142.522043486311,0.07504749160657809
0.26954322931665753,0.1979596929966144,11531.279278609769,0.07151892919865661
0.2637076380081275,0.19570493967038846,10896.941906661596,0.06783673830802682
0.2618366816787976,0.19360555440340635,10034.211934976891,0.06781571696186359
0.2573014005788866,0.19174637514002185,8976.525155547277,0.06454485077315197
0.2561420131110927,0.1900065268859531,7463.903812497769,0.06385226136468125
0.2526979890552539,0.188381051035148,5268.648369667668,0.05993590882629887
0.25328231079962377,0.18696841313320184,3106.055723999651,0.05929320478127863
0.2497731891956961,0.1855844884327927,1475.3570731275765,0.055123848955480455
0.24846354632429365,0.18430881606450014,621.4733315276662,0.05377524190591377
0.2462227770698064,0.18306980832245331,253.71093765576862,0.05163503291754468
0.24699465517722696,0.18201877176761627,107.36861898829636,0.051727177500767337
0.2460366292451873,0.1808049996313812,44.6872501120031,0.05024575420055881
0.2479518073276409,0.17980647568768054,18.926306016236836,0.05090249828390058
0.24912615769730506,0.17897006562101986,7.568167104644818,0.05144286634499417
0.24850568812721324,0.17798160304177632,2.998387049328321,0.050456327428218976
0.2495736626898609,0.17712100535239714,1.1660562851202958,0.051479724105521985
0.2512624211426397,0.1763230430559047,0.4763041967871801,0.05235023570190083
0.2528133401865281,0.1754324619495004,0.20523446968526315,0.05291633006783127
0.2540002795779861,0.17470782535679336,0.09281292927054118,0.05433121192636557
0.2464492387137775,0.1740210584100487,0.040057345058903016,0.05239950767853885
0.2416451574307997,0.17337929048516426,0.022300948097935955,0.05196256693059005
0.23746828536589715,0.1728057594622019,0.014671906922491259,0.05173955287046088
0.2347387825077701,0.1721120525570613,0.012338525734241865,0.05087336953697479
0.23203728111010835,0.17153407882650126,0.010910486967341686,0.04978895389173352
0.2296340482650928,0.1709877281427928,0.009896297580102456,0.048816256643167084
0.2289567563293458,0.1704949476612016,0.009911101113585728,0.0485752139353262
0.2266998313482253,0.1699179080657997,0.008943308223526115,0.04784676288044466
0.22609904960759503,0.1694133793249054,0.009462508200101348,0.047226335223591855
0.2253385554001305,0.16911235170014444,0.008694832135036561,0.04753244420601803
0.2241163116431386,0.1685309487196597,0.008690310675099806,0.04689544691639856
0.22217362013665148,0.16809497467284198,0.008611057313219742,0.0454677317465955
0.22211733922524016,0.1676106611569904,0.008619676788216792,0.04588705446381762
0.22263198926712974,0.16733492587478688,0.008796410193652987,0.04650067191236976
0.21941830531860476,0.16698296111968502,0.007987561530892608,0.04444778639225365
0.22127753657861685,0.16658850809051812,0.008845157108600994,0.045843871618843915
0.22030727275945608,0.16614248690810768,0.008058258273273384,0.046106527511058086
0.2206367359016365,0.16584967049546134,0.008819650899063579,0.045967414686887136
0.21747366529168707,0.16560346008130036,0.008016336124192504,0.04385386905428139
0.21741554598036253,0.1651623853099884,0.007671613393001458,0.04458154728375524
0.21643121486932876,0.16501276761821038,0.007674207267320069,0.043744239975288216
0.21802550694691936,0.16458601804544828,0.008372856251925213,0.045066632738901775
0.21591450248460373,0.16435230707591225,0.007700391220134165,0.04386180416409082
0.2159626313290005,0.1640814477668225,0.008021331851241386,0.04385985169285267
0.21539924423535298,0.16382350221591158,0.008098962186473496,0.043476779781907435
0.21401773618671432,0.1635435588747212,0.007421563653384937,0.04305261350436288
0.2139324049637156,0.1633133176971612,0.007611501836422714,0.04300758536843352
0.2118169437181194,0.16305375587661086,0.006913149445346939,0.04185003849721888
0.21872630848978533,0.16290444763710266,0.010490289267507844,0.04533157171069861
0.2119231504297202,0.1626479513624067,0.00691956608449303,0.042355632906229686
0.21042070916929906,0.1623118488551003,0.006588005478350793,0.04152085491775752
0.2130960546463711,0.1622071375528926,0.007608201250493491,0.043280715860005176
0.21192065368952714,0.1618935485300781,0.007534179447175163,0.04249292561015288
0.21134864155528613,0.16171592780346875,0.007405745751649429,0.04222696809377893
0.2101167278212183,0.16149695209950327,0.007360929186040506,0.04125884649312408
0.21014562257693742,0.1616039628185319,0.007185490624282375,0.04135616892668978
0.20959446313277713,0.16125008503856963,0.0068829896142318,0.04146138857890544
0.21074544419260585,0.16102804806932322,0.007261594130882599,0.04245580211154125
0.21030538876794666,0.1608615022073944,0.00744259435745187,0.04200129223182193
0.20938495204048385,0.16064901786964325,0.00733628947349496,0.04139964486648361
0.2080825356705947,0.16045882718383347,0.006933052954436847,0.04069065551849551
0.20676420148204627,0.16038226715365114,0.006338319323663368,0.040043615043027135
0.20696047306707557,0.16021632607802877,0.006713498326317369,0.04003064870847116
0.20822035356598673,0.16003453592822459,0.0067838913607365875,0.04140192636106268
0.20806907126727886,0.1598034315045257,0.007039234629363621,0.041226405199342696
0.20776955465940936,0.15972808150650092,0.007146455709216664,0.04089501763516872
0.2067488337808987,0.15958365097616414,0.006584961777888047,0.04058022118109182
0.2065531165173638,0.15944818851949147,0.006840237476429484,0.04026469052037908
0.2060296721947935,0.15941085564722543,0.006550954826078301,0.04006786200657768
0.2055327710102518,0.15909814312075424,0.006669474917776172,0.03976515297597643
0.2061927923299734,0.15891089475474857,0.006721136537298075,0.04056076108260471
0.20435328620764134,0.1588682129528099,0.006318516216572184,0.03916655715846423
0.20525246334375483,0.15875098403694288,0.006662531453224674,0.039838948072722
0.20501906317108226,0.15853778429878296,0.0068098505962106036,0.039671428259068525
0.20456933440786304,0.15886713911607428,0.006426310297559153,0.0392758849187026
0.20497111526814138,0.15824776196023657,0.006656606084343231,0.04006674726504826
0.20530309278341377,0.15830467001395113,0.006868768987622961,0.040129653721205305
0.20585241109592312,0.1583731380327983,0.007132285053834855,0.040346988237998545
0.20310240179759853,0.15790372711634512,0.006409441553341328,0.038789233061958896
0.20493193995367112,0.15789425384991512,0.00694969243692848,0.04008799375724718
0.20458643128196558,0.15811558503515036,0.006758097442199951,0.03971274894715921
0.20378834981022392,0.1578191420406971,0.00695955254635356,0.0390096552816801
0.20353820570225992,0.1578518506001228,0.0066817233488942335,0.039004631728776384
0.20198574968571667,0.15767445133149044,0.005674749238364429,0.038636549180751184
0.20258012288880306,0.15779109279609693,0.006216957782214877,0.03857207220145578
0.20213029086419612,0.1573437567032248,0.0063643283601626886,0.03842220589761085
0.2030426298785659,0.15733829487023662,0.00652887782391516,0.039175457220581994
0.2025400366121398,0.15732611344753844,0.0066491263141501365,0.038564796977038726
0.20120890595993268,0.15716619718115646,0.005936874620305818,0.038105834116983726
0.2057837582294904,0.15697193906553672,0.007484751793400074,0.04132706730566421
0.20100881656294614,0.1570572109477034,0.005987486810019736,0.037964118661615316
0.20181476390749845,0.15700566038480832,0.006341766759642596,0.0384673365471041
0.20119239612860654,0.15700221368069653,0.006254403608856985,0.03793577886139203
0.20148868863069283,0.15685657657329727,0.006449297930021956,0.03818281413375617
0.202047533610424,0.15683753455726845,0.006453980928417753,0.03875601803644564
0.2004867257696094,0.15653606146352758,0.006295118500068486,0.03765554574857025
0.20087233852107889,0.15647923114945178,0.006363288053167268,0.038029819061029715
0.20856481844156147,0.1564506422972965,0.010675024622035394,0.041439151405215875
0.20073241130717479,0.15646099970212737,0.0053276599883216235,0.0389437514858832
0.20091193068510868,0.15621032493921908,0.00629415958353889,0.03840744609533379
0.20032888888325573,0.15622066732374754,0.006466006259112138,0.03764221532592632
0.20133127634658737,0.15675926190624911,0.00633700562163396,0.03823500858467691
0.19926001853189898,0.15597952202787949,0.006022270749733149,0.03725822578939045
0.19967315263880245,0.15608441694371022,0.006013708207213763,0.0375750275953183
